id,year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,status,debt_to_income_ratio,ltv_risk_bucket,credit_score_bucket
35273,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,686500,3.625,-0.0677,205.41,360.0,no,no,no,1238000.0,sb,primary residence,1u,9540.0,cibil,666,cib,55-64,not_inst,55.45234249,south,0,46.0,Low,Good
47473,2019,conforming loan,sex not available,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,126500,4.5,0.3118,2632.88,360.0,no,no,no,308000.0,sb,primary residence,1u,3360.0,experian,621,exp,65-74,to_inst,41.07142857,south,0,41.0,Low,Fair
68786,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,476500,3.625,0.0995,1184.35,360.0,no,no,no,508000.0,sb,primary residence,1u,6900.0,experian,823,exp,35-44,not_inst,93.7992126,north,0,44.0,Very High,Excellent
146504,2019,conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,376500,4.25,-0.0832,2105.78,360.0,yes,no,no,398000.0,sb,primary residence,1u,4860.0,crif,801,cib,25-34,not_inst,94.59798995,south,0,41.0,Very High,Excellent
61754,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,256500,3.99,0.3349,6300.0,360.0,no,no,no,438000.0,sb,primary residence,1u,5160.0,experian,638,exp,35-44,to_inst,58.56164384,north,0,40.0,Low,Fair
64247,2019,conforming loan,female,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,196500,3.99,1.1476,0.0,360.0,no,no,no,268000.0,sb,primary residence,1u,5820.0,experian,772,cib,45-54,to_inst,73.32089552,north,0,39.0,Moderate,Excellent
166210,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,486500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,10980.0,equifax,859,exp,55-64,to_inst,75.11160714,south,1,39.0,Moderate,Excellent
73117,2019,conforming loan,male,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,196500,5.375,1.3171,6537.38,360.0,no,no,no,268000.0,sb,primary residence,1u,4560.0,experian,695,cib,65-74,to_inst,73.32089552,north,0,38.0,Moderate,Good
58969,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,486500,3.375,0.3625,2460.88,180.0,no,no,no,688000.0,sb,primary residence,1u,10980.0,experian,833,cib,45-54,to_inst,70.7122093,north,0,46.0,Moderate,Excellent
89759,2019,conforming loan,sex not available,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,96500,3.99,0.3858,2555.5550000000003,300.0,yes,no,no,108000.0,sb,primary residence,1u,2100.0,experian,620,cib,<25,to_inst,89.35185185,south,1,51.0,High,Fair
138842,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,116500,5.375,1.2589,3530.0,360.0,no,no,no,158000.0,sb,primary residence,1u,1740.0,experian,571,cib,>74,to_inst,73.73417722,north,0,38.0,Moderate,Poor
83445,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,606500,3.875,0.1698,6060.0,360.0,no,no,no,688000.0,sb,primary residence,1u,11460.0,crif,777,exp,25-34,not_inst,88.15406977,north,0,36.0,High,Excellent
42392,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,366500,4.18,-0.028,0.0,300.0,no,no,no,438000.0,sb,primary residence,1u,6360.0,crif,848,exp,35-44,not_inst,83.67579909,central,0,34.0,High,Excellent
154914,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,106500,3.625,0.332,3334.5,180.0,no,no,no,248000.0,sb,primary residence,1u,4740.0,crif,704,exp,>74,to_inst,42.94354839,south,0,39.0,Low,Very Good
139774,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,176500,3.99,0.3858,2555.5550000000003,180.0,no,no,no,188000.0,sb,ir,1u,2880.0,experian,705,cib,55-64,to_inst,93.88297872,south,1,43.0,Very High,Very Good
82657,2019,conforming loan,male,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,256500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,5940.0,equifax,608,exp,55-64,to_inst,75.11160714,north,1,39.0,Moderate,Fair
113201,2019,conforming loan,female,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,306500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,1298000.0,sb,primary residence,1u,7200.0,crif,644,cib,45-54,not_inst,23.61325116,north,1,32.0,Low,Fair
167859,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,606500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,7200.0,equifax,710,exp,25-34,not_inst,75.11160714,south,1,39.0,Moderate,Very Good
53318,2019,conforming loan,female,no pre-approval,home loan,home improvement,high creditworthy,no open credit,personal use,206500,4.625,0.5873,1563.0,360.0,no,no,no,488000.0,sb,ir,1u,6180.0,crif,699,cib,>74,not_inst,42.31557377,south,0,44.0,Low,Good
168544,2019,non-conforming loan,joint,no pre-approval,home loan,home improvement,high creditworthy,no open credit,personal use,756500,3.99,0.4,9595.0,360.0,no,no,no,2608000.0,sb,primary residence,1u,14880.0,experian,613,exp,45-54,not_inst,29.00690184,north,0,41.0,Low,Fair
169065,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,496500,4.125,-0.2106,0.0,360.0,no,no,no,948000.0,sb,primary residence,1u,8640.0,crif,828,cib,55-64,not_inst,52.37341772,north,0,20.0,Low,Excellent
69300,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,346500,3.625,0.1815,988.53,360.0,no,yes,no,378000.0,sb,primary residence,1u,4260.0,cibil,838,cib,45-54,not_inst,91.66666667,north,0,49.0,Very High,Excellent
70126,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,386500,3.99,0.2839,7680.0,360.0,no,no,no,488000.0,sb,primary residence,1u,6780.0,crif,837,exp,35-44,not_inst,79.20081967,north,0,33.0,Moderate,Excellent
70895,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,626500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,1128000.0,sb,ir,1u,2340.0,experian,587,cib,45-54,not_inst,55.54078014,north,1,52.0,Low,Poor
127342,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,406500,3.375,-0.2653,0.0,324.0,yes,no,no,638000.0,sb,primary residence,1u,7500.0,experian,897,cib,35-44,not_inst,63.71473354,south,0,28.0,Moderate,Excellent
78576,2019,conforming loan,male,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,326500,3.375,0.4511,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,5880.0,crif,604,cib,55-64,not_inst,78.11004785,north,0,56.0,Moderate,Fair
126376,2019,non-conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,856500,3.99,0.3858,2555.5550000000003,180.0,no,no,no,418000.0,sb,primary residence,1u,17940.0,equifax,798,exp,45-54,to_inst,75.11160714,north,1,39.0,Moderate,Excellent
146411,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,486500,4.625,0.5269,0.0,360.0,no,no,no,618000.0,sb,primary residence,1u,8400.0,crif,562,cib,35-44,not_inst,78.72168285,north,0,41.0,Moderate,Poor
82391,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,196500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,208000.0,sb,primary residence,1u,3120.0,cibil,833,cib,45-54,to_inst,94.47115385,central,1,55.0,Very High,Excellent
83000,2019,conforming loan,male,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,166500,3.75,0.6379,2555.5550000000003,180.0,no,no,no,188000.0,sb,primary residence,1u,5820.0,cibil,516,cib,55-64,to_inst,88.56382979,north,0,39.0,High,Poor
82468,2019,conforming loan,joint,pre-approved,commercial loan,business purpose,high creditworthy,no open credit,personal use,136500,4.125,0.3716,0.0,360.0,no,no,no,158000.0,sb,primary residence,1u,5820.0,crif,692,exp,>74,to_inst,86.39240506,north,0,39.0,High,Good
111137,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,326500,5.75,1.2954,6070.0,360.0,no,no,no,418000.0,sb,primary residence,1u,6000.0,cibil,700,cib,35-44,to_inst,78.11004785,north,0,49.0,Moderate,Very Good
171799,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,206500,4.375,0.5249,0.0,180.0,no,yes,no,1558000.0,sb,primary residence,1u,16500.0,cibil,705,exp,55-64,to_inst,13.25417202,south,0,6.0,Low,Very Good
114495,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,256500,3.625,-0.086,1606.2,360.0,no,no,no,348000.0,sb,primary residence,1u,7500.0,crif,549,exp,35-44,not_inst,73.70689655,north,0,33.0,Moderate,Poor
42078,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,326500,4.375,0.8731,3481.25,360.0,no,no,no,408000.0,sb,primary residence,1u,7440.0,experian,761,cib,45-54,to_inst,80.0245098,north,0,44.0,High,Excellent
77851,2019,conforming loan,male,no pre-approval,home loan,home improvement,high creditworthy,open credit line,personal use,156500,5.99,1.622,2555.5550000000003,360.0,no,yes,no,208000.0,sb,primary residence,1u,3720.0,cibil,612,cib,65-74,to_inst,75.24038462,north,0,35.0,Moderate,Fair
74632,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,316500,4.75,0.3785,0.0,360.0,yes,no,no,358000.0,sb,primary residence,1u,11040.0,experian,587,exp,25-34,not_inst,88.40782123,central,0,35.0,High,Poor
140510,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,336500,3.625,0.007,0.0,360.0,no,no,no,458000.0,sb,primary residence,1u,6000.0,crif,531,cib,25-34,not_inst,73.47161572,south,0,40.0,Moderate,Poor
94402,2019,conforming loan,male,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,256500,3.25,0.5162,0.0,360.0,no,no,no,268000.0,sb,primary residence,1u,5820.0,crif,839,cib,45-54,not_inst,95.70895522,south,0,39.0,Very High,Excellent
65096,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,556500,3.125,0.0288,275.0,180.0,no,no,yes,1658000.0,sb,primary residence,1u,98220.0,crif,786,cib,45-54,not_inst,33.56453559,south,0,8.0,Low,Excellent
59121,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,366500,3.875,0.5013,7792.2,360.0,no,no,no,508000.0,sb,primary residence,1u,5940.0,crif,559,exp,35-44,not_inst,72.14566929,south,0,43.0,Moderate,Poor
163348,2019,conforming loan,male,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,116500,3.99,0.3858,2555.5550000000003,360.0,no,no,yes,418000.0,sb,primary residence,1u,2400.0,equifax,573,exp,<25,to_inst,75.11160714,north,1,39.0,Moderate,Poor
142826,2019,conforming loan,male,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,206500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,248000.0,sb,primary residence,1u,1260.0,cibil,642,cib,45-54,to_inst,83.26612903,south,1,49.0,High,Fair
95914,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,366500,3.5,-0.1919,0.0,360.0,no,no,no,728000.0,sb,primary residence,1u,3060.0,crif,677,cib,55-64,not_inst,50.34340659,north,0,49.0,Low,Good
53692,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,306500,4.125,0.5393,2555.5550000000003,240.0,no,no,no,448000.0,sb,primary residence,1u,8100.0,cibil,750,cib,35-44,to_inst,68.41517857,north,0,33.0,Moderate,Excellent
75289,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,266500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,298000.0,sb,primary residence,1u,6840.0,cibil,723,cib,55-64,to_inst,89.4295302,south,1,37.0,High,Very Good
97359,2019,conforming loan,male,pre-approved,personal loan,home purchase,high creditworthy,no open credit,business use,146500,4.49,1.7669,423.37,360.0,no,no,no,148000.0,sb,primary residence,1u,2640.0,experian,667,cib,25-34,to_inst,98.98648649,north,0,61.0,Very High,Good
82799,2019,conforming loan,sex not available,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,696500,3.625,-0.0143,7494.0,360.0,no,no,no,868000.0,sb,primary residence,1u,14640.0,crif,578,cib,45-54,to_inst,80.24193548,south,0,25.0,High,Poor
68261,2019,conforming loan,joint,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,216500,3.875,0.2084,3825.5,360.0,no,yes,no,268000.0,sb,primary residence,1u,7920.0,crif,509,exp,35-44,to_inst,80.78358209,north,0,54.0,High,Poor
55498,2019,conforming loan,sex not available,no pre-approval,personal loan,debt consolidation,high creditworthy,no open credit,business use,166500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,418000.0,sb,primary residence,1u,2940.0,equifax,594,exp,>74,to_inst,75.11160714,south,1,39.0,Moderate,Poor
147518,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,246500,3.99,0.3858,2555.5550000000003,360.0,no,no,yes,578000.0,sb,primary residence,1u,4080.0,crif,764,cib,55-64,to_inst,42.64705882,south,1,31.0,Low,Excellent
114033,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,146500,3.75,1.0327,3359.0,180.0,no,no,no,188000.0,sb,primary residence,1u,6780.0,cibil,589,cib,35-44,to_inst,77.92553191,north,0,30.0,Moderate,Poor
68486,2019,non-conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,746500,3.0,-0.522,0.0,360.0,no,yes,no,1658000.0,sb,primary residence,1u,16320.0,crif,654,cib,35-44,to_inst,45.02412545,south,0,31.0,Low,Good
57981,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,356500,3.375,0.3134,6272.35,240.0,no,yes,no,548000.0,sb,primary residence,1u,3720.0,crif,864,cib,35-44,not_inst,65.05474453,south,0,49.0,Moderate,Excellent
69345,2019,conforming loan,male,no pre-approval,personal loan,home purchase,high creditworthy,no open credit,business use,436500,3.49,0.7096,0.0,360.0,no,no,no,448000.0,sb,primary residence,1u,8880.0,experian,896,exp,25-34,not_inst,97.43303571,south,0,58.0,Very High,Excellent
146685,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,246500,4.5,0.143,4750.0,360.0,yes,no,no,308000.0,sb,primary residence,1u,4680.0,crif,835,exp,>74,to_inst,80.03246753,north,0,44.0,High,Excellent
41143,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,246500,3.99,0.3858,2555.5550000000003,324.0,no,no,no,418000.0,sb,primary residence,1u,4860.0,equifax,766,exp,35-44,to_inst,75.11160714,north,1,39.0,Moderate,Excellent
169819,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,246500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,6540.0,equifax,842,exp,65-74,to_inst,75.11160714,central,1,39.0,Moderate,Excellent
56512,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,386500,3.875,0.1897,123.06,360.0,no,no,no,628000.0,sb,primary residence,1u,7980.0,cibil,521,exp,45-54,not_inst,61.54458599,north,0,31.0,Moderate,Poor
67043,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,346500,3.875,-0.1391,2784.8,360.0,no,no,no,588000.0,sb,primary residence,1u,10320.0,cibil,584,exp,25-34,not_inst,58.92857143,south,0,20.0,Low,Poor
45920,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,226500,3.99,0.3858,2555.5550000000003,180.0,no,no,no,358000.0,sb,primary residence,1u,6480.0,crif,774,exp,65-74,not_inst,63.26815642,south,1,32.0,Moderate,Excellent
